title,author,date,filename,firstParagraph
do you remember places? the folger theater,Pia Deshpande,"Nov. 2, 2020",doc1.html,"Dear Evan, How are you? It’s cruel that we’re in the same geographic swath of land for the first time since high school but a pandemic prevents us from meeting. Geography means nothing and everything now. The minute kind—Reprise Coffee, the outdoor market on Broadway, all the shuttered bars on Howard—have been nullified. I miss these small places and their associated small memories, and while we wait for the world to safely begin churning again, I’d like to share one small memory with you. It happened at the Folger Theater..."
